"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,1000,1000,0.005,3,random,mbkmeans,0.302,0.018,0.319000000000001
2,1000,1000,0.005,3,random,mbkmeans,0.306,0.025,0.338000000000001
3,1000,1000,0.005,3,random,mbkmeans,0.332,0.014,0.344999999999999
4,1000,1000,0.005,3,random,mbkmeans,0.297,0.016,0.313000000000001
5,1000,1000,0.005,3,random,mbkmeans,0.311,0.016,0.328000000000001
6,1000,1000,0.005,3,random,mbkmeans,0.337,0.014,0.352
7,1000,1000,0.005,3,random,mbkmeans,0.321,0.01,0.332000000000001
8,1000,1000,0.005,3,random,mbkmeans,0.318,0.013,0.332000000000001
9,1000,1000,0.005,3,random,mbkmeans,0.337,0.01,0.346
10,1000,1000,0.005,3,random,mbkmeans,0.291,0.00799999999999995,0.298999999999999
1,1000,1000,0.01,3,random,mbkmeans,0.434,0.022,0.457000000000001
2,1000,1000,0.01,3,random,mbkmeans,0.392,0.026,0.426
3,1000,1000,0.01,3,random,mbkmeans,0.386,0.027,0.413
4,1000,1000,0.01,3,random,mbkmeans,0.453,0.018,0.471
5,1000,1000,0.01,3,random,mbkmeans,0.388,0.015,0.404
6,1000,1000,0.01,3,random,mbkmeans,0.446,0.00800000000000001,0.454000000000001
7,1000,1000,0.01,3,random,mbkmeans,0.402,0.012,0.414
8,1000,1000,0.01,3,random,mbkmeans,0.407,0.014,0.423
9,1000,1000,0.01,3,random,mbkmeans,0.414,0.017,0.431000000000001
10,1000,1000,0.01,3,random,mbkmeans,0.385,0.014,0.399000000000001
1,1000,1000,0.05,3,random,mbkmeans,1.189,0.067,1.255
2,1000,1000,0.05,3,random,mbkmeans,1.105,0.057,1.162
3,1000,1000,0.05,3,random,mbkmeans,1.243,0.0630000000000001,1.306
4,1000,1000,0.05,3,random,mbkmeans,1.407,0.08,1.492
5,1000,1000,0.05,3,random,mbkmeans,1.416,0.076,1.492
6,1000,1000,0.05,3,random,mbkmeans,1.408,0.084,1.492
7,1000,1000,0.05,3,random,mbkmeans,1.258,0.0619999999999999,1.32
8,1000,1000,0.05,3,random,mbkmeans,1.195,0.052,1.247
9,1000,1000,0.05,3,random,mbkmeans,1.19,0.055,1.245
10,1000,1000,0.05,3,random,mbkmeans,1.139,0.0650000000000001,1.204
1,1000,1000,0.1,3,random,mbkmeans,2.182,0.133,2.326
2,1000,1000,0.1,3,random,mbkmeans,2.047,0.102,2.149
3,1000,1000,0.1,3,random,mbkmeans,2.367,0.118,2.484
4,1000,1000,0.1,3,random,mbkmeans,2.312,0.12,2.432
5,1000,1000,0.1,3,random,mbkmeans,2.055,0.1,2.155
6,1000,1000,0.1,3,random,mbkmeans,2.028,0.119,2.147
7,1000,1000,0.1,3,random,mbkmeans,2.409,0.155,2.565
8,1000,1000,0.1,3,random,mbkmeans,2.502,0.126,2.629
9,1000,1000,0.1,3,random,mbkmeans,2.121,0.113,2.235
10,1000,1000,0.1,3,random,mbkmeans,2.334,0.125,2.46
1,1000,1000,0.2,3,random,mbkmeans,5.465,0.323,5.789
2,1000,1000,0.2,3,random,mbkmeans,4.995,0.261,5.261
3,1000,1000,0.2,3,random,mbkmeans,4.458,0.258,4.717
4,1000,1000,0.2,3,random,mbkmeans,4.268,0.252,4.522
5,1000,1000,0.2,3,random,mbkmeans,5.174,0.303,5.478
6,1000,1000,0.2,3,random,mbkmeans,3.862,0.226,4.088
7,1000,1000,0.2,3,random,mbkmeans,4.596,0.258,4.855
8,1000,1000,0.2,3,random,mbkmeans,3.304,0.177,3.484
9,1000,1000,0.2,3,random,mbkmeans,3.955,0.218,4.173
10,1000,1000,0.2,3,random,mbkmeans,4.362,0.24,4.603
1,1000,1000,0.5,3,random,mbkmeans,10.669,0.39,11.06
2,1000,1000,0.5,3,random,mbkmeans,8.322,0.345,8.669
3,1000,1000,0.5,3,random,mbkmeans,9.102,0.367,9.47
4,1000,1000,0.5,3,random,mbkmeans,9.233,0.385,9.62
5,1000,1000,0.5,3,random,mbkmeans,10.486,0.42,10.908
6,1000,1000,0.5,3,random,mbkmeans,10.222,0.376,10.602
7,1000,1000,0.5,3,random,mbkmeans,10.267,0.427,10.697
8,1000,1000,0.5,3,random,mbkmeans,9.511,0.344,9.858
9,1000,1000,0.5,3,random,mbkmeans,10.72,0.376,11.099
10,1000,1000,0.5,3,random,mbkmeans,9.173,0.37,9.54500000000001
1,1000,1000,0.8,3,random,mbkmeans,17.863,0.573,18.443
2,1000,1000,0.8,3,random,mbkmeans,16.742,0.585,17.33
3,1000,1000,0.8,3,random,mbkmeans,17.16,0.612,17.775
4,1000,1000,0.8,3,random,mbkmeans,16.68,0.633,17.315
5,1000,1000,0.8,3,random,mbkmeans,14.968,0.508,15.48
6,1000,1000,0.8,3,random,mbkmeans,16.338,0.483,16.825
7,1000,1000,0.8,3,random,mbkmeans,14.552,0.459,15.013
8,1000,1000,0.8,3,random,mbkmeans,14.745,0.426,15.174
9,1000,1000,0.8,3,random,mbkmeans,17.37,0.545,17.918
10,1000,1000,0.8,3,random,mbkmeans,16.652,0.498,17.153
1,1000,1000,1,3,random,mbkmeans,6.521,0.241,6.767
2,1000,1000,1,3,random,mbkmeans,5.972,0.186,6.157
3,1000,1000,1,3,random,mbkmeans,5.358,0.176,5.534
4,1000,1000,1,3,random,mbkmeans,3.98,0.127,4.108
5,1000,1000,1,3,random,mbkmeans,4.696,0.156,4.852
6,1000,1000,1,3,random,mbkmeans,9.111,0.257,9.371
7,1000,1000,1,3,random,mbkmeans,4.292,0.149,4.442
8,1000,1000,1,3,random,mbkmeans,4.654,0.157,4.811
9,1000,1000,1,3,random,mbkmeans,4.497,0.142,4.64
10,1000,1000,1,3,random,mbkmeans,5.132,0.161,5.294
1,5000,1000,0.005,3,random,mbkmeans,2.339,0.059,2.404
2,5000,1000,0.005,3,random,mbkmeans,1.977,0.07,2.048
3,5000,1000,0.005,3,random,mbkmeans,2.007,0.062,2.069
4,5000,1000,0.005,3,random,mbkmeans,2.279,0.074,2.359
5,5000,1000,0.005,3,random,mbkmeans,1.999,0.064,2.063
6,5000,1000,0.005,3,random,mbkmeans,1.71,0.055,1.765
7,5000,1000,0.005,3,random,mbkmeans,1.607,0.052,1.659
8,5000,1000,0.005,3,random,mbkmeans,1.496,0.053,1.55
9,5000,1000,0.005,3,random,mbkmeans,1.819,0.0630000000000001,1.883
10,5000,1000,0.005,3,random,mbkmeans,1.537,0.0670000000000001,1.605
1,5000,1000,0.01,3,random,mbkmeans,2.898,0.105,3.014
2,5000,1000,0.01,3,random,mbkmeans,2.714,0.081,2.802
3,5000,1000,0.01,3,random,mbkmeans,2.564,0.063,2.628
4,5000,1000,0.01,3,random,mbkmeans,3.071,0.1,3.17
5,5000,1000,0.01,3,random,mbkmeans,2.86,0.087,2.949
6,5000,1000,0.01,3,random,mbkmeans,1.97,0.0800000000000001,2.051
7,5000,1000,0.01,3,random,mbkmeans,2.138,0.093,2.231
8,5000,1000,0.01,3,random,mbkmeans,2.408,0.081,2.491
9,5000,1000,0.01,3,random,mbkmeans,2.405,0.09,2.497
10,5000,1000,0.01,3,random,mbkmeans,1.806,0.0649999999999999,1.872
1,5000,1000,0.05,3,random,mbkmeans,7.839,0.331,8.183
2,5000,1000,0.05,3,random,mbkmeans,8.594,0.355,8.95
3,5000,1000,0.05,3,random,mbkmeans,7.13,0.307,7.439
4,5000,1000,0.05,3,random,mbkmeans,7.777,0.345,8.129
5,5000,1000,0.05,3,random,mbkmeans,6.764,0.325,7.098
6,5000,1000,0.05,3,random,mbkmeans,7.218,0.31,7.53
7,5000,1000,0.05,3,random,mbkmeans,7.851,0.302,8.156
8,5000,1000,0.05,3,random,mbkmeans,7.442,0.307,7.751
9,5000,1000,0.05,3,random,mbkmeans,6.49,0.306,6.798
10,5000,1000,0.05,3,random,mbkmeans,6.227,0.331,6.56
1,5000,1000,0.1,3,random,mbkmeans,15.261,0.499,15.782
2,5000,1000,0.1,3,random,mbkmeans,10.817,0.375,11.193
3,5000,1000,0.1,3,random,mbkmeans,12.708,0.402,13.116
4,5000,1000,0.1,3,random,mbkmeans,13.045,0.409,13.457
5,5000,1000,0.1,3,random,mbkmeans,10.253,0.393,10.652
6,5000,1000,0.1,3,random,mbkmeans,10.467,0.41,10.88
7,5000,1000,0.1,3,random,mbkmeans,11.003,0.389,11.394
8,5000,1000,0.1,3,random,mbkmeans,12.798,0.445,13.246
9,5000,1000,0.1,3,random,mbkmeans,12.445,0.43,12.879
10,5000,1000,0.1,3,random,mbkmeans,9.728,0.365,10.095
1,5000,1000,0.2,3,random,mbkmeans,20.756,0.666,21.452
2,5000,1000,0.2,3,random,mbkmeans,22.391,0.644,23.04
3,5000,1000,0.2,3,random,mbkmeans,22.989,0.702,23.697
4,5000,1000,0.2,3,random,mbkmeans,22.036,0.702,22.741
5,5000,1000,0.2,3,random,mbkmeans,20.176,0.565,20.745
6,5000,1000,0.2,3,random,mbkmeans,19.512,0.581,20.098
7,5000,1000,0.2,3,random,mbkmeans,23.197,0.731,23.933
8,5000,1000,0.2,3,random,mbkmeans,23.58,0.765,24.351
9,5000,1000,0.2,3,random,mbkmeans,20.836,0.699,21.538
10,5000,1000,0.2,3,random,mbkmeans,17.347,0.541,17.893
1,5000,1000,0.5,3,random,mbkmeans,43.564,1.148,44.722
2,5000,1000,0.5,3,random,mbkmeans,48.148,1.278,49.441
3,5000,1000,0.5,3,random,mbkmeans,47.12,1.33,48.459
4,5000,1000,0.5,3,random,mbkmeans,46.016,1.286,47.336
5,5000,1000,0.5,3,random,mbkmeans,58.538,1.496,60.054
6,5000,1000,0.5,3,random,mbkmeans,44.78,1.177,45.977
7,5000,1000,0.5,3,random,mbkmeans,54.512,1.428,55.98
8,5000,1000,0.5,3,random,mbkmeans,47.708,1.271,48.993
9,5000,1000,0.5,3,random,mbkmeans,54.372,1.379,55.768
10,5000,1000,0.5,3,random,mbkmeans,64.512,1.65,66.183
1,5000,1000,0.8,3,random,mbkmeans,82.563,2.183,84.761
2,5000,1000,0.8,3,random,mbkmeans,77.948,2.122,80.085
3,5000,1000,0.8,3,random,mbkmeans,72.463,2.384,74.89
4,5000,1000,0.8,3,random,mbkmeans,91.755,2.602,94.376
5,5000,1000,0.8,3,random,mbkmeans,81.845,2.281,84.144
6,5000,1000,0.8,3,random,mbkmeans,76.608,2.053,78.677
7,5000,1000,0.8,3,random,mbkmeans,72.781,1.847,74.641
8,5000,1000,0.8,3,random,mbkmeans,72.825,1.855,74.696
9,5000,1000,0.8,3,random,mbkmeans,82.121,2.389,84.525
10,5000,1000,0.8,3,random,mbkmeans,69.997,1.979,71.989
1,5000,1000,1,3,random,mbkmeans,22.101,0.778,22.907
2,5000,1000,1,3,random,mbkmeans,24.629,0.926,25.56
3,5000,1000,1,3,random,mbkmeans,44.702,1.819,46.53
4,5000,1000,1,3,random,mbkmeans,77.305,2.866,80.187
5,5000,1000,1,3,random,mbkmeans,35.081,1.177,36.266
6,5000,1000,1,3,random,mbkmeans,45.133,2.237,47.381
7,5000,1000,1,3,random,mbkmeans,44.069,1.664,45.742
8,5000,1000,1,3,random,mbkmeans,47.209,1.898,49.121
9,5000,1000,1,3,random,mbkmeans,30.6,1.15,31.756
10,5000,1000,1,3,random,mbkmeans,20.828,0.816,21.648
1,25000,1000,0.005,3,random,mbkmeans,8.537,0.257,8.795
