"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
1,250000,1000,0.005,3,random,hdf5,107.861,6.999,118.308
2,250000,1000,0.005,3,random,hdf5,96.186,6.702,106.461
3,250000,1000,0.005,3,random,hdf5,109.435,7.238,120.137
4,250000,1000,0.005,3,random,hdf5,125.472,8.044,136.709
5,250000,1000,0.005,3,random,hdf5,88.107,7.439,99.068
6,250000,1000,0.005,3,random,hdf5,93.082,4.466,97.602
7,250000,1000,0.005,3,random,hdf5,86.803,4.751,91.61
8,250000,1000,0.005,3,random,hdf5,84.101,4.85,89.001
9,250000,1000,0.005,3,random,hdf5,94.745,4.81,99.608
10,250000,1000,0.005,3,random,hdf5,83.922,5.19,89.168
1,250000,1000,0.01,3,random,hdf5,183.334,17.701,205.05
2,250000,1000,0.01,3,random,hdf5,148.397,13.471,165.833
3,250000,1000,0.01,3,random,hdf5,152.724,12.835,169.228
4,250000,1000,0.01,3,random,hdf5,151.751,14.397,170.011
5,250000,1000,0.01,3,random,hdf5,141.618,12.417,156.757
6,250000,1000,0.01,3,random,hdf5,145.269,8.701,154.042
7,250000,1000,0.01,3,random,hdf5,132.349,8.254,140.669
8,250000,1000,0.01,3,random,hdf5,138.743,8.683,147.496
9,250000,1000,0.01,3,random,hdf5,121.22,7.909,129.194
10,250000,1000,0.01,3,random,hdf5,135.46,7.635,143.164
1,250000,1000,0.05,3,random,hdf5,482.13,50.517,534.776
2,250000,1000,0.05,3,random,hdf5,440.744,43.837,486.386
3,250000,1000,0.05,3,random,hdf5,407.646,39.991,449.918
4,250000,1000,0.05,3,random,hdf5,380.91,40.057,422.794
5,250000,1000,0.05,3,random,hdf5,558.269,55.219,615.702
6,250000,1000,0.05,3,random,hdf5,529.047,40.666,569.879
7,250000,1000,0.05,3,random,hdf5,544.185,46.019,590.359
8,250000,1000,0.05,3,random,hdf5,568.06,37.814,606.029
9,250000,1000,0.05,3,random,hdf5,579.306,45.962,625.45
10,250000,1000,0.05,3,random,hdf5,580.459,42.199,622.829
1,250000,1000,0.1,3,random,hdf5,816.046,74.169,893.139
2,250000,1000,0.1,3,random,hdf5,791.043,69.874,865.002
3,250000,1000,0.1,3,random,hdf5,811.811,73.558,889.343
4,250000,1000,0.1,3,random,hdf5,837.775,69.946,910.534
5,250000,1000,0.1,3,random,hdf5,788.658,68.455,860.569
6,250000,1000,0.1,3,random,hdf5,710.114,65.337,777.872
7,250000,1000,0.1,3,random,hdf5,732.314,60.644,794.799
8,250000,1000,0.1,3,random,hdf5,729.722,66.216,797.972
9,250000,1000,0.1,3,random,hdf5,764.533,67.282,834.104
10,250000,1000,0.1,3,random,hdf5,761.78,63.669,827.997
1,250000,1000,0.2,3,random,hdf5,1748.401,153.496,1909.839
2,250000,1000,0.2,3,random,hdf5,1658.583,132.778,1797.034
3,250000,1000,0.2,3,random,hdf5,1525.533,126.861,1656.092
4,250000,1000,0.2,3,random,hdf5,1526.672,126.429,1657.768
5,250000,1000,0.2,3,random,hdf5,1255.524,100.162,1360.372
6,250000,1000,0.2,3,random,hdf5,1606.547,147.593,1754.541
7,250000,1000,0.2,3,random,hdf5,1434.999,117.042,1553.451
8,250000,1000,0.2,3,random,hdf5,1433.571,113.468,1548.792
9,250000,1000,0.2,3,random,hdf5,1627.553,137.357,1767.267
10,250000,1000,0.2,3,random,hdf5,1489.793,124.831,1616.067
1,250000,1000,0.5,3,random,hdf5,3985.273,322.681,4312.21
2,250000,1000,0.5,3,random,hdf5,4019.23,321.152,4346.63
3,250000,1000,0.5,3,random,hdf5,4923.99,388.702,5316.657
4,250000,1000,0.5,3,random,hdf5,4343.579,366.686,4714.663
5,250000,1000,0.5,3,random,hdf5,3854.287,285.318,4145.125
6,250000,1000,0.5,3,random,hdf5,4315.021,327.672,4643.686
7,250000,1000,0.5,3,random,hdf5,4914.339,348.349,5263.887
8,250000,1000,0.5,3,random,hdf5,3691.305,275.424,3967.585
9,250000,1000,0.5,3,random,hdf5,4306.434,326.27,4633.773
10,250000,1000,0.5,3,random,hdf5,4584.88,336.991,4922.953
