"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
1,500,1000,10,3,random,mbkmeans,1,1394805.38571453,36,NA
2,500,1000,10,3,random,mbkmeans,0.967875620231872,1317830.07742253,25,NA
3,500,1000,10,3,random,mbkmeans,0.947328937532013,1559389.15050162,23,NA
4,500,1000,10,3,random,mbkmeans,0.981125969514566,1264933.7099339,12,NA
5,500,1000,10,3,random,mbkmeans,0.994098840796571,1226722.07679308,22,NA
6,500,1000,10,3,random,mbkmeans,0.987203658324799,1238583.79413976,15,NA
7,500,1000,10,3,random,mbkmeans,1,1502477.17107289,20,NA
8,500,1000,10,3,random,mbkmeans,0.987639656996554,1403439.51592403,45,NA
9,500,1000,10,3,random,mbkmeans,0.956510025398699,1187056.55783323,21,NA
10,500,1000,10,3,random,mbkmeans,0.986255765552181,1630004.90824788,17,NA
11,500,1000,10,3,random,mbkmeans,1,1267612.91171441,14,NA
12,500,1000,10,3,random,mbkmeans,0.973989201680683,1301490.08881489,18,NA
13,500,1000,10,3,random,mbkmeans,0.994249910062748,1278985.54058237,35,NA
14,500,1000,10,3,random,mbkmeans,0.987600916821914,1073295.62758084,23,NA
15,500,1000,10,3,random,mbkmeans,0.960546563555191,1433178.70825516,18,NA
16,500,1000,10,3,random,mbkmeans,0.921580220157906,2008315.07403531,15,NA
17,500,1000,10,3,random,mbkmeans,0.967305959577417,1286177.4830791,15,NA
18,500,1000,10,3,random,mbkmeans,0.980506331095819,1208851.60266871,20,NA
19,500,1000,10,3,random,mbkmeans,0.994003768428199,1311236.77534467,12,NA
20,500,1000,10,3,random,mbkmeans,0.98928558226937,1282266.25664086,11,NA
21,500,1000,10,3,random,mbkmeans,0.993030666905304,1090651.57682855,13,NA
22,500,1000,10,3,random,mbkmeans,0.969297976318957,1278784.80156547,18,NA
23,500,1000,10,3,random,mbkmeans,0.988084069630419,1217141.00557866,19,NA
24,500,1000,10,3,random,mbkmeans,0.994036013316325,1277941.16060975,19,NA
25,500,1000,10,3,random,mbkmeans,0.973621776162812,1260318.14475272,19,NA
26,500,1000,10,3,random,mbkmeans,0.986489292007793,1603472.06161764,14,NA
27,500,1000,10,3,random,mbkmeans,0.98896262370562,1357234.76849097,20,NA
28,500,1000,10,3,random,mbkmeans,0.993150398647262,1400062.75984978,22,NA
29,500,1000,10,3,random,mbkmeans,0.993136282302476,1322195.17739255,42,NA
30,500,1000,10,3,random,mbkmeans,0.973707622416121,1513991.35596278,18,NA
31,500,1000,10,3,random,mbkmeans,0.966560794678388,1504141.81726505,33,NA
32,500,1000,10,3,random,mbkmeans,0.993073426714749,1392781.51435239,15,NA
33,500,1000,10,3,random,mbkmeans,0.958127854083968,1468831.65210292,18,NA
34,500,1000,10,3,random,mbkmeans,0.968669598969785,1223206.00288864,13,NA
35,500,1000,10,3,random,mbkmeans,0.987222952976885,1321380.68138479,61,NA
36,500,1000,10,3,random,mbkmeans,0.994191772148578,1260313.93698022,12,NA
37,500,1000,10,3,random,mbkmeans,0.966388242160204,1689596.71056771,18,NA
38,500,1000,10,3,random,mbkmeans,0.993278266806777,1175775.40167634,12,NA
39,500,1000,10,3,random,mbkmeans,0.987906582522611,1276565.40782847,19,NA
40,500,1000,10,3,random,mbkmeans,0.9812080947687,1400891.58584891,24,NA
41,500,1000,10,3,random,mbkmeans,0.987343780563519,1223772.46463424,17,NA
42,500,1000,10,3,random,mbkmeans,0.964673362242515,1475418.2499396,21,NA
43,500,1000,10,3,random,mbkmeans,0.981965294478968,1254341.59742836,13,NA
44,500,1000,10,3,random,mbkmeans,0.994103055371289,1371680.58349336,32,NA
45,500,1000,10,3,random,mbkmeans,0.977518555643659,1777722.68813716,13,NA
46,500,1000,10,3,random,mbkmeans,0.98729144252513,1340130.97843344,15,NA
47,500,1000,10,3,random,mbkmeans,0.993131259753524,1234071.49756259,18,NA
48,500,1000,10,3,random,mbkmeans,0.973580943804041,1298171.96250824,18,NA
49,500,1000,10,3,random,mbkmeans,0.96759829695974,1655644.89936569,21,NA
50,500,1000,10,3,random,mbkmeans,0.980393966947538,1240554.45475059,26,NA
1,500,1000,35,3,random,mbkmeans,0.993303452383213,1047349.32771768,20,NA
2,500,1000,35,3,random,mbkmeans,0.97506497160212,1056195.80929402,30,NA
3,500,1000,35,3,random,mbkmeans,1,1211180.41820767,29,NA
4,500,1000,35,3,random,mbkmeans,0.993232016047691,1109541.34722162,31,NA
5,500,1000,35,3,random,mbkmeans,0.967914691435551,1074990.2790366,13,NA
6,500,1000,35,3,random,mbkmeans,0.993144942664712,1023738.56649585,30,NA
7,500,1000,35,3,random,mbkmeans,0.985977289397636,1035851.77217569,15,NA
8,500,1000,35,3,random,mbkmeans,0.988668863660961,1061085.35925839,23,NA
9,500,1000,35,3,random,mbkmeans,0.975883753686274,1162678.74377687,14,NA
10,500,1000,35,3,random,mbkmeans,1,1068023.61314343,18,NA
11,500,1000,35,3,random,mbkmeans,0.993069419544437,1062135.47783691,16,NA
12,500,1000,35,3,random,mbkmeans,0.993250162909522,1057074.05644233,15,NA
13,500,1000,35,3,random,mbkmeans,0.993003408545658,1000548.12515917,13,NA
14,500,1000,35,3,random,mbkmeans,0.981376957591,1162652.42700253,22,NA
15,500,1000,35,3,random,mbkmeans,1,1017168.73031593,15,NA
16,500,1000,35,3,random,mbkmeans,0.979973084400184,1109608.43201406,11,NA
17,500,1000,35,3,random,mbkmeans,0.987340444082745,1091712.99446625,32,NA
18,500,1000,35,3,random,mbkmeans,0.996041901631507,1053661.94261896,17,NA
19,500,1000,35,3,random,mbkmeans,0.962056791574323,1172581.69480308,14,NA
20,500,1000,35,3,random,mbkmeans,1,1018487.4794887,12,NA
21,500,1000,35,3,random,mbkmeans,0.993273533876243,1070757.8068837,19,NA
22,500,1000,35,3,random,mbkmeans,0.987224789804178,1163262.00611847,23,NA
23,500,1000,35,3,random,mbkmeans,0.994090731773306,1062412.63160091,15,NA
24,500,1000,35,3,random,mbkmeans,0.980468722377526,1060885.03265391,21,NA
25,500,1000,35,3,random,mbkmeans,0.994049097040926,1079401.57612957,12,NA
26,500,1000,35,3,random,mbkmeans,0.979526371027578,1068382.38364255,25,NA
27,500,1000,35,3,random,mbkmeans,0.988465848984445,1037778.8393135,16,NA
28,500,1000,35,3,random,mbkmeans,1,1077153.75243492,21,NA
29,500,1000,35,3,random,mbkmeans,0.994078983317073,1078403.65558711,12,NA
30,500,1000,35,3,random,mbkmeans,0.973046462182737,1063643.44698924,13,NA
31,500,1000,35,3,random,mbkmeans,0.987271919109755,1081763.9369478,16,NA
32,500,1000,35,3,random,mbkmeans,0.994040669473322,1129851.97489737,14,NA
33,500,1000,35,3,random,mbkmeans,0.98684630483762,1104596.32726908,15,NA
34,500,1000,35,3,random,mbkmeans,0.986139794203918,1048479.15240977,13,NA
35,500,1000,35,3,random,mbkmeans,0.994044246837025,1029653.18345677,16,NA
36,500,1000,35,3,random,mbkmeans,0.994200677577491,1155825.23337868,21,NA
37,500,1000,35,3,random,mbkmeans,0.993156150589366,1055558.63086161,11,NA
38,500,1000,35,3,random,mbkmeans,1,1022372.04302343,14,NA
39,500,1000,35,3,random,mbkmeans,1,1109306.41900614,25,NA
40,500,1000,35,3,random,mbkmeans,1,1030291.37661553,17,NA
41,500,1000,35,3,random,mbkmeans,0.987247592130643,1075357.65080036,18,NA
42,500,1000,35,3,random,mbkmeans,0.966800463623517,1181000.18244384,15,NA
43,500,1000,35,3,random,mbkmeans,0.993354021344794,1114448.68338507,24,NA
44,500,1000,35,3,random,mbkmeans,0.987214349026028,1066890.53200372,20,NA
45,500,1000,35,3,random,mbkmeans,0.981260776397701,1064803.49527735,21,NA
46,500,1000,35,3,random,mbkmeans,0.989236306405425,970986.252331032,13,NA
47,500,1000,35,3,random,mbkmeans,0.977434519459889,1080457.88565398,16,NA
48,500,1000,35,3,random,mbkmeans,0.973839559511035,1079737.25344118,25,NA
49,500,1000,35,3,random,mbkmeans,0.987306850625692,1073940.1605771,12,NA
50,500,1000,35,3,random,mbkmeans,1,1121373.14549252,15,NA
1,500,1000,75,3,random,mbkmeans,0.973850454013381,1118748.43350947,26,NA
2,500,1000,75,3,random,mbkmeans,1,1012604.83399089,17,NA
3,500,1000,75,3,random,mbkmeans,0.979483649840528,1030106.45448879,14,NA
4,500,1000,75,3,random,mbkmeans,1,1012458.20017707,14,NA
5,500,1000,75,3,random,mbkmeans,0.979954524447059,1124549.98759966,27,NA
6,500,1000,75,3,random,mbkmeans,0.993246838905026,1034656.48522172,17,NA
7,500,1000,75,3,random,mbkmeans,0.973660311339258,1055037.4806598,13,NA
8,500,1000,75,3,random,mbkmeans,0.987287754641968,1015369.76237069,12,NA
9,500,1000,75,3,random,mbkmeans,0.962643247355394,1086926.37765787,29,NA
10,500,1000,75,3,random,mbkmeans,0.993140079613608,1059155.21045885,18,NA
11,500,1000,75,3,random,mbkmeans,1,958611.401484139,37,NA
12,500,1000,75,3,random,mbkmeans,1,969663.117996176,20,NA
13,500,1000,75,3,random,mbkmeans,1,1050120.53139623,37,NA
14,500,1000,75,3,random,mbkmeans,0.993739967791466,961778.714656793,22,NA
15,500,1000,75,3,random,mbkmeans,0.993440244805143,1031645.05835171,22,NA
16,500,1000,75,3,random,mbkmeans,1,954950.114686789,19,NA
17,500,1000,75,3,random,mbkmeans,0.994296135588833,1045445.65211664,16,NA
18,500,1000,75,3,random,mbkmeans,0.993000367739386,1096922.57299276,16,NA
19,500,1000,75,3,random,mbkmeans,0.993099159006838,1119518.81135095,17,NA
20,500,1000,75,3,random,mbkmeans,1,1056365.68377551,25,NA
21,500,1000,75,3,random,mbkmeans,0.98208733236068,1065629.32839313,16,NA
22,500,1000,75,3,random,mbkmeans,0.973968020006016,1050111.95938156,29,NA
23,500,1000,75,3,random,mbkmeans,0.987147163755602,1016988.6504093,12,NA
24,500,1000,75,3,random,mbkmeans,0.994243885384686,1029026.65264381,15,NA
25,500,1000,75,3,random,mbkmeans,0.993185279495509,948133.029311288,15,NA
26,500,1000,75,3,random,mbkmeans,1,1066227.36561962,17,NA
27,500,1000,75,3,random,mbkmeans,0.987197533143173,1043280.29650195,31,NA
28,500,1000,75,3,random,mbkmeans,0.987210795463258,1043066.04985592,29,NA
29,500,1000,75,3,random,mbkmeans,1,1082754.7344979,21,NA
30,500,1000,75,3,random,mbkmeans,0.986349182312709,1057245.1722693,12,NA
31,500,1000,75,3,random,mbkmeans,1,1008127.14557056,38,NA
32,500,1000,75,3,random,mbkmeans,0.987250859223465,1040577.95402052,25,NA
33,500,1000,75,3,random,mbkmeans,0.980656383780495,1011286.82320335,13,NA
34,500,1000,75,3,random,mbkmeans,0.993108792123361,1014620.63174597,12,NA
35,500,1000,75,3,random,mbkmeans,0.987192230035648,1085113.08248058,16,NA
36,500,1000,75,3,random,mbkmeans,0.973010712895844,1030151.41766736,15,NA
37,500,1000,75,3,random,mbkmeans,0.993942443229339,982162.536111583,17,NA
38,500,1000,75,3,random,mbkmeans,1,1020586.57516513,29,NA
39,500,1000,75,3,random,mbkmeans,1,1076253.56250569,17,NA
40,500,1000,75,3,random,mbkmeans,0.960049907952107,1071273.39892052,25,NA
41,500,1000,75,3,random,mbkmeans,1,1001133.49076771,17,NA
42,500,1000,75,3,random,mbkmeans,1,1046728.04709657,17,NA
43,500,1000,75,3,random,mbkmeans,1,1092824.13399669,11,NA
44,500,1000,75,3,random,mbkmeans,0.987347372821725,1090698.48100637,18,NA
45,500,1000,75,3,random,mbkmeans,0.986624040779183,1059593.02647144,22,NA
46,500,1000,75,3,random,mbkmeans,0.986429754720848,1045314.71622075,20,NA
47,500,1000,75,3,random,mbkmeans,0.987937212529343,1000988.13164996,13,NA
48,500,1000,75,3,random,mbkmeans,0.99432792052026,1095746.91603921,16,NA
49,500,1000,75,3,random,mbkmeans,0.988607385032876,978775.899963917,12,NA
50,500,1000,75,3,random,mbkmeans,0.987265595053872,985829.213312689,14,NA
1,500,1000,150,3,random,mbkmeans,0.986300561093904,1006619.68765493,27,NA
2,500,1000,150,3,random,mbkmeans,0.988090167293655,967507.073764155,15,NA
3,500,1000,150,3,random,mbkmeans,0.98816472397828,990713.838708202,27,NA
4,500,1000,150,3,random,mbkmeans,0.993073474164364,1129853.42257482,19,NA
5,500,1000,150,3,random,mbkmeans,1,962982.094433295,19,NA
6,500,1000,150,3,random,mbkmeans,0.987389054476099,997437.162802653,22,NA
7,500,1000,150,3,random,mbkmeans,0.980494085805884,1008944.11630069,16,NA
8,500,1000,150,3,random,mbkmeans,0.973588806668935,1006278.1653767,23,NA
9,500,1000,150,3,random,mbkmeans,0.993812906897983,954537.897890775,17,NA
10,500,1000,150,3,random,mbkmeans,0.993141884703775,978270.732849432,12,NA
11,500,1000,150,3,random,mbkmeans,0.993435606211535,948210.015794749,15,NA
12,500,1000,150,3,random,mbkmeans,0.986340133559426,931862.981905231,13,NA
13,500,1000,150,3,random,mbkmeans,0.994199097466709,986301.579013146,21,NA
14,500,1000,150,3,random,mbkmeans,0.993211664417659,1062587.64011276,30,NA
15,500,1000,150,3,random,mbkmeans,0.99324220981837,968393.515831688,14,NA
16,500,1000,150,3,random,mbkmeans,1,1060833.75279394,12,NA
17,500,1000,150,3,random,mbkmeans,0.993194960542478,1048638.64574823,12,NA
18,500,1000,150,3,random,mbkmeans,0.986481361787173,1007480.75562394,17,NA
19,500,1000,150,3,random,mbkmeans,0.993258506485913,1019001.64124467,11,NA
20,500,1000,150,3,random,mbkmeans,1,1029121.7322697,29,NA
21,500,1000,150,3,random,mbkmeans,0.986533940692284,992293.418851043,36,NA
22,500,1000,150,3,random,mbkmeans,0.994050203132863,936362.811645054,31,NA
23,500,1000,150,3,random,mbkmeans,1,1014399.96596613,16,NA
24,500,1000,150,3,random,mbkmeans,0.994142973297005,1093952.08734582,23,NA
25,500,1000,150,3,random,mbkmeans,1,975356.789152291,23,NA
26,500,1000,150,3,random,mbkmeans,1,1008249.5738106,27,NA
27,500,1000,150,3,random,mbkmeans,0.966506484523632,997567.266038147,27,NA
28,500,1000,150,3,random,mbkmeans,0.987232962863431,1036138.91371704,13,NA
29,500,1000,150,3,random,mbkmeans,0.981336883104415,1029767.58123665,30,NA
30,500,1000,150,3,random,mbkmeans,0.982472408701234,1068988.02116537,15,NA
31,500,1000,150,3,random,mbkmeans,0.973916209196841,994444.678146312,23,NA
32,500,1000,150,3,random,mbkmeans,1,960520.526879189,28,NA
33,500,1000,150,3,random,mbkmeans,1,988566.726290239,22,NA
34,500,1000,150,3,random,mbkmeans,0.980541312723462,1002028.2566227,12,NA
35,500,1000,150,3,random,mbkmeans,1,973310.483595283,27,NA
36,500,1000,150,3,random,mbkmeans,0.955318613280161,1062423.77995065,23,NA
37,500,1000,150,3,random,mbkmeans,0.980392340914942,1006789.01097155,38,NA
38,500,1000,150,3,random,mbkmeans,0.980641437039692,983265.811709685,28,NA
39,500,1000,150,3,random,mbkmeans,1,1051157.56241729,24,NA
40,500,1000,150,3,random,mbkmeans,1,984557.824869416,31,NA
